user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars
K_l3GIEKLZsU1gOXF5OJqA,Brandy,5,2013-02-10 21:31:18,7,2,0,0,4.0
xkYMN7MppqiV-EQwLzb0hg,Michael,4,2019-08-30 02:08:48,0,0,0,0,2.6
KnleCF1XLoLacj59VWXWzQ,Vanessa,54,2014-08-20 22:32:07,79,16,8,0,2.42
0TBBFS8sYxknqG4tGYpY2A,Joe,1,2012-08-21 00:17:01,0,0,0,0,2.0
2hnA1ag6MsftdG6GnkzGgg,Benoit,2,2016-04-08 23:21:13,2,0,0,0,4.5
IQEGtKkqCsYKj14b3ngAPQ,Brian,5,2015-02-21 23:07:32,1,2,0,0,3.4
4SWpn9ZKiPhRegP_0x1a4A,Victoria,2,2015-09-03 23:40:01,1,0,0,0,1.0
Z7chAVMTMZZ5iMcUVVr5nA,Dylan,1,2018-07-07 22:28:40,1,3,0,0,2.5
mjgNuIQwtX7Ergn7QopDFA,Nancy,5,2013-04-13 03:48:04,2,0,1,0,3.6
uGRoOaKY8PyENKU3IZsS0g,Judy,3,2018-09-05 19:12:49,1,0,0,0,1.0
tfvGOTJe8rdq0KdRd37YnQ,Jennifer,1,2009-08-11 20:48:13,3,0,0,0,2.5
HiAuZmwGtDS6nGvxa2eZgg,Nishantha,1,2016-08-20 03:54:05,0,0,0,0,1.0
dN-Ee3Azy9DytGFL_YbiYg,Nathan,1,2022-01-07 00:34:55,0,0,0,0,3.0
TGi4FzUidT-rMVBrbGcVEg,Kelley,1,2011-09-10 06:22:42,0,0,0,0,2.0
3IOyK1XAtipe9rrmkILPAA,Bill,15,2014-11-28 01:26:06,53,10,2,0,3.27
fVVzKizrJ1Jx272FgdNPRg,Jesse,2,2015-09-07 13:34:48,2,0,0,0,1.0
H5552SPzmV1HeH7QHNpqiw,Lee,7,2012-05-07 16:30:19,2,2,1,0,3.13
sqnFpBtfrwFj7y_rj6vnFA,Maria,1,2018-09-16 03:14:17,0,0,0,0,1.0
zOqjJgnKU1PMFqvhmw7wew,Neil,1,2016-09-05 20:25:42,0,0,0,0,4.0
ePeBPeNlFucR08A4ZQEeEw,C,3,2013-10-20 16:07:14,0,1,0,0,3.67
Fvw0neXNQRgI0vRcUO3wxg,Jacq,1,2017-02-25 19:46:33,1,0,0,0,1.0
ZuMudQ_2KyfrVorPGfvUgQ,Patrick,3,2011-08-24 02:14:56,4,2,4,0,3.67
pbT93VtBYnYcwR6Vph5cyQ,Danica,1,2015-07-01 21:04:33,0,0,0,0,1.0
cfQyyimvU9YgCjvIVk4ugQ,Richard,1,2016-07-16 18:48:20,1,1,0,0,1.0
LRTUbce1nIwWpyHd24v5lg,Laura,4,2012-04-10 01:41:29,4,1,0,0,4.75
pZ32YfpubQnhz98w-hM5FQ,M,1,2014-12-03 02:58:19,5,0,0,0,1.0
xrKQmmpaoXkEuq0Vf2dioQ,Robin,3,2016-10-04 01:51:29,0,0,0,0,2.33
Nw91L9o2v_yg8_SO7ZXRdw,Louise,24,2011-08-23 01:30:31,9,4,4,0,4.4
_fYrMC_kz6aUnl6bMcdR_Q,Paul,5,2017-02-01 06:23:10,2,0,0,0,4.8
OYJkKhQWi9E0GHHOVIT4mw,Jey,2,2014-01-01 16:52:18,5,0,2,0,3.0
LZQFh7SzJSc77rTV2rynaA,Jeff,1,2011-10-05 03:04:52,0,0,0,0,1.0
IidGucAzmMrMC_dRMMlrDw,Nikita,8,2016-09-24 19:59:45,0,0,0,0,3.88
BodDlEOVaCqvfulAFzFKBw,Mei,4,2016-12-04 19:44:10,0,0,0,0,2.0
0ijgfH8BC3SgYNj-mmjM8A,Sasha,2,2014-07-25 19:44:44,8,0,0,0,2.5
i-nZNUbXqCTxZicpXOFqfQ,Mindy,2,2014-09-19 16:55:38,7,0,0,0,1.0
wMa6QFdF_l4MQ3Ue-pce9A,Mnaz,3,2015-07-19 16:50:33,2,0,0,0,1.5
qUkjoJm57MLMI4PCa0e-qQ,Bruce,1,2017-03-01 08:43:56,0,0,0,0,4.0
KM_i4dPqvx41rQGsdw8_9g,mike,10,2011-11-20 22:12:26,18,0,3,0,3.18
zU5BreZrqfG_982D2G5Sfg,C,7,2014-06-09 15:45:50,4,0,2,0,4.43
KznK8UCatPNpocuExV1alw,Susan,2,2013-02-21 04:04:43,0,0,0,0,4.0
ZEW1cg5gK3G5j1ebJj2FSQ,David,1,2017-07-15 03:10:06,0,0,0,0,3.5
Kru_ef0RGmBmU_oQQAh5Mg,Shay,109,2010-08-29 23:38:54,70,31,11,1,3.07
wdKDV-emxtKalspYohuXuQ,Andrea,1,2016-04-29 14:51:06,0,0,0,0,1.0
F4K05L6KGhgqBf26xH7I1Q,Amanda,2,2015-12-11 21:10:41,3,0,0,0,1.0
A6Qn6RIL0xRA-hogOlkPAw,Leelee,2,2016-06-26 01:17:46,1,0,0,0,4.5
qrg2CXFnoHqvBsKQXdBkRA,Chris,4,2010-10-17 18:45:06,1,0,0,0,4.0
wA0oAD9q-OVjD_h7QVZzJA,Anybody,4,2012-04-13 16:33:14,3,1,0,0,2.0
nR1dlT6OTJ2TdCTxngRkaQ,Jack,1,2019-08-04 17:31:44,0,0,0,0,5.0
HGXcUvWiz14_MJdswW-ePw,Don,4,2013-03-26 21:42:01,17,0,8,0,3.75
bR95-RTbIG0TinpbMpkGmw,Steve,2,2013-08-03 14:01:27,3,0,3,0,3.0
JiGsiMqsW-uNgGY2PwTpOQ,Lee,48,2012-02-13 23:12:02,35,15,1,0,3.33
-SLeV0Kd8QhDgfn8dUZ9IQ,Andy,12,2013-01-12 17:41:45,26,10,4,0,3.83
gxwYWN_kV4vYl3ppgVc_JA,Cheng,4,2019-01-09 17:41:14,3,0,0,0,3.75
5b0x6WxtzZdsJGVL-dUg_g,Rick,5,2010-09-13 03:23:56,0,0,0,0,4.8
UkqEaFLJs9S7YH6RfxT1nA,Becky,1,2021-07-21 23:53:40,0,0,0,0,1.0
kNcSROnFsEQaS7fAj2RRMQ,Sue,2,2014-10-22 02:42:44,2,0,0,0,1.5
QdWZHOPwgnYMdg-2JF-9lw,SP,26,2014-04-23 16:38:30,14,1,2,0,2.65
7Sw5kE95TAQJBaC3vI59xw,Matt,4,2010-05-19 19:29:41,13,2,6,0,5.0
pPP3i4nD8Os6-P23neq7Xg,Justine,1,2017-07-16 16:49:04,0,0,0,0,2.0
6_C8JnMu4r4_kinyG5UKbg,Geoff,3,2019-10-14 19:33:53,0,0,0,0,3.67
PLlYmTHpszeUoITePhUGxQ,JeffandJanice,14,2014-07-10 20:13:12,17,0,3,1,3.43
ogc5zLEkorsLTmsOn83zcA,Bob,3,2017-01-03 20:07:09,0,0,0,0,5.0
qQCJ7A5fdDzrG1F8ueRNjw,María,6,2014-08-15 06:39:05,2,1,2,0,4.67
tW15dTaqlUePvroL9Z0WJA,Terri,2,2012-08-15 13:16:56,0,0,0,0,2.75
p5gz53gqrjhpAnvHyVEAaQ,Anne,1,2015-06-24 01:16:34,0,1,0,0,1.0
lqXb6zvAuLeCgZSmW6-Pyw,Lisa,2,2015-09-18 23:14:09,2,0,0,0,5.0
KWIltNJ9z1130mpSqaybNg,Emma,3,2015-10-14 18:05:55,3,0,1,0,3.67
xBlqrmbxzKfNhgyUL2NBYg,Keyzer,7,2017-06-17 15:04:11,1,0,0,0,1.86
M1yHGCfOvMusAbfNi5UIHA,Jennifer,1,2022-01-15 13:22:00,0,0,0,0,1.0
pdTJNo4mCtJt4MYpcM0cMw,Dean,2,2011-06-20 01:00:23,0,0,0,0,3.5
W2Ur30p63dRTx_RAtXMcDg,Tara,1,2011-10-12 02:21:13,32,2,0,0,1.0
6FCxXlVfkNegEuo01QhmsA,Leah,1,2016-04-05 19:37:21,1,0,0,0,4.0
caI6iegtiSGU4UK5sAkHHA,Lei,1,2018-02-17 04:31:56,0,0,0,0,2.0
cAY4eOqgkUXiWOfIq0xZ8w,Lianne,2,2015-08-16 03:13:38,2,0,0,0,3.0
7KBXqZ1AYuBYk-X0R8Jizw,nadeeka,1,2020-12-10 03:13:05,0,0,0,0,1.0
cMsMLzKZ9RCMi88Zv3XsuA,Michelle,1,2012-10-28 00:30:37,4,0,0,0,1.0
7k083NRm86RN9t8Tlb8B5w,Billy,8,2011-10-18 23:54:04,14,3,0,0,4.5
YoX1zzy7LpCS3ZUZG3yORw,Jamie,2,2016-11-09 21:25:44,0,0,0,0,3.0
EjPGqKb5mF70mIIvCQ66EQ,Tim,2,2014-12-25 17:55:37,2,0,1,0,2.5
HCQAh8m4ZWV82S8am5-XFA,Jar,1,2016-05-22 22:28:43,1,0,0,0,1.0
Z7f6BHyczh5O4tFm1GrJjw,Stepane,4,2012-12-19 03:12:29,5,1,1,0,2.75
Vk7Nm4IojKCfC8BNO_v0Ng,Patricia,1,2020-09-22 01:04:15,0,0,0,0,2.0
4OMRJdnurkU_mFBdDliZJw,Lisa,3,2013-04-03 16:42:55,2,2,1,0,4.67
rkVNgYVY-S7S9t2OWdL7oQ,Tracy,8,2013-12-29 04:01:53,25,6,3,0,3.25
jc3fYJNzFw4-sopR1IK8Bg,Matthew,1,2017-11-25 02:16:00,0,0,0,0,2.0
cx8BDWzbYu3d2plT9PbrRA,Lucy,1,2016-07-08 19:17:38,1,0,0,0,5.0
HFPJdHjUvJVK20OnzGgN3g,Bridget,1,2018-01-09 17:23:42,0,0,0,0,1.0
N6sqV-j_ORjYVWyQxOJS6w,Lynora,1,2016-02-21 20:19:48,0,0,0,0,2.0
N-TA8udBcupQkSdRePO6Gg,Jey,19,2013-09-29 15:27:36,1,0,0,0,3.58
AqVzUAh0wf-emMSESMtK7g,Mandaleigh,2,2014-08-24 04:54:38,1,0,1,0,3.5
wppn0Evg-tXt4Kl_USDVuA,Helena,42,2012-10-22 10:44:54,26,1,3,2,3.3
jGdNQpfTUqR-POTbj9P5Ow,J,4,2015-01-02 18:55:34,10,1,1,0,4.25
ZRDYSRC0eouTkRiLv7w16w,Beamber,2,2013-01-22 04:06:49,0,0,0,0,3.0
CcpMAIv78PLX84mZ5ICGTw,Tim,1,2018-10-16 02:39:35,0,0,0,0,5.0
xESRA2aYMKjp0t7YYZZYiA,Anna,1,2017-05-03 13:50:29,1,1,1,0,5.0
uFLjnU83kPYN8-c0ld74AQ,Tina,11,2009-08-15 03:42:54,22,5,4,0,3.82
TQVkap-TGCfwQlkQOVjYHQ,Shirley,1,2016-02-26 03:59:22,7,0,0,0,1.0
kFEbc8XQnHFyHpYERKgdHw,Bianca,2,2019-04-17 22:23:52,0,0,0,0,3.0
7uXrEnLaA_bIHYDD5x3Tyg,Kari,1,2018-01-06 19:04:28,0,0,0,0,1.0
I6i1JmVOnTI6OCrbPJYDRQ,Christy,7,2014-06-22 06:50:23,0,0,1,0,4.43
M5i2ohIykqsvtL3dEZMyfA,Grace,1,2015-07-15 00:19:41,2,0,0,0,1.0
KHVYUzmZ2I7G-aYTzec_0A,Sue,2,2012-08-06 02:34:24,1,0,0,0,1.0
eV9noh8llwp1eFCrRXt3dA,B,3,2012-05-02 08:40:58,8,0,3,0,5.0
bFY-jk9JY1PoKj8UKOzFgQ,Lasha,1,2019-08-15 23:46:17,0,0,0,0,3.0
EHUKAlKA1h32TD8d3ClBgQ,Sheila,13,2013-11-12 04:01:16,7,0,0,0,3.13
ihsA9lZsrF5uOx1i-L_9uQ,Ashlee,3,2010-04-05 04:06:18,22,4,0,0,2.67
fUoD4m4GE1Pbps0Jk9Dygg,Aimee,9,2016-07-02 10:59:55,8,1,1,0,3.44
QjSapCQDbRMzlRpHFjpqZw,Anna,4,2018-03-04 05:59:29,2,0,1,0,3.5
jWLIPoeMFGaUaAl9pBHlGg,Kelsey,15,2012-02-13 14:43:54,10,2,3,0,3.19
PszVXzBQljdL2fuvGm1CbQ,Joshua,1,2012-06-04 02:11:07,0,0,0,0,1.0
L0Zfx_y0KwxpwDqlpBIKMw,Mrs.,1,2014-09-04 22:38:59,4,0,0,0,1.0
4Rs7BDJGZ1wQHAvG3eAo4g,Graham,1,2015-04-04 23:09:45,0,0,0,0,3.0
5SQ2OY9sWu0UOiO8tZpwRQ,Alina,1,2016-01-29 02:25:46,3,0,0,0,1.0
xeertPB-bJP2-wUs-2c0pA,Katelyn,1,2011-11-27 19:39:07,4,0,0,0,1.0
E-c4NZSpJXGV0GlZplijlg,C. Sandra,1,2016-08-06 19:47:47,2,0,0,0,1.0
arK32SUMdnf71kt9eSlCBw,Kellen,1,2015-01-11 19:02:20,2,0,0,0,1.0
NYcTNrPKGc1gfKEYwTp89Q,Thora,4,2018-11-29 21:21:23,3,0,0,0,5.0
igMIuYUIf6PnJfnp3mB11g,Chloe,4,2019-09-10 16:57:02,1,0,0,0,1.0
KKTb0CPDs-p6urbP1f2MVQ,Tracey,1,2013-08-01 22:10:59,0,0,0,0,1.0
2tRzuk-DeeV-taoWA3hpMA,Gail,1,2014-05-01 19:01:34,1,0,0,0,5.0
U4ZwWEArYKPBQ2NFm0A03w,Peter,1,2012-07-23 23:29:05,2,0,0,0,1.0
H0L7JIXwLPduuUEKVPhMZg,Enrique,1,2016-05-15 03:39:38,0,0,0,0,1.0
Jgi3nOrye8fqrBbPwizvrw,Donna,3,2018-10-28 21:31:05,0,0,0,0,3.0
RziIKaQk1nPVGg1fcUuSMA,Gilles,6,2012-12-31 18:45:45,3,0,0,0,3.0
u9FfeXsc34YBHIi21jZZew,Dustin,1,2012-02-12 18:07:53,0,0,0,0,5.0
ZTH5vMXO8daDGDvs4Io3Zg,AK,12,2012-06-26 22:12:58,4,2,1,0,4.17
90qTHItdZNn9t-qXLRDR9w,Jules,7,2017-12-18 00:26:26,2,0,1,1,4.29
t6yzhq1XkX7cfwoIEAmeXQ,Karen,53,2014-01-10 23:18:07,47,9,1,0,3.55
mFi7FGkVuxqvEQThjEIrVg,Ramona,1,2014-09-20 19:18:05,1,0,0,0,1.0
qL5PCIHA48FCR0cieHKswg,Bryan,2,2016-01-29 19:26:54,10,0,0,0,3.5
CO29OqKKwlAbYQT0K1Yb9g,Shane,1,2014-07-16 18:02:58,4,0,0,0,1.0
0Yt8nOcdKHWA-21A6T4tJQ,Liam,4,2018-02-08 20:14:30,13,1,0,0,1.0
hVGk2tdz-XT4aPqL6uzFTQ,Alex,1,2019-11-14 00:38:55,0,0,0,0,2.5
HewvatfzXVJmDWbKPCCuqQ,Martina,15,2016-06-24 17:23:29,2,0,0,0,4.67
-mcnMCwCNAybI9EHeBZRfQ,Ashley,3,2016-09-26 19:32:10,1,1,0,0,3.67
kUAVgPecR30s05oFG02PFg,Sarah,1,2011-03-21 01:49:20,4,0,0,0,1.0
fIJ6LxVqo96bvUjvkz6VBg,Ms,2,2019-04-09 01:24:21,1,0,0,0,4.5
2q2uHY62eimO9oAkIQWlDA,Mister,1,2015-09-03 02:36:06,1,0,0,0,2.0
NfvD-hYXNSJ83HWtSc2QDg,Carol,1,2016-09-23 22:06:19,0,0,0,0,4.0
yY_iXNXn9EyLv36BDGnt2A,Sam,4,2014-11-27 05:43:15,2,3,1,0,2.75
OjIY4zwtQm4_v0PBmwDCLA,Twila,5,2015-12-04 23:27:39,2,0,0,0,3.2
zttmoFz6xtEXo6u-CCPIig,Mercedes,1,2013-09-08 05:54:35,2,0,0,0,3.0
idwEOIOnk3GRTAYuhfbFnw,El,2,2019-02-11 05:04:34,0,0,0,0,3.0
LrBi_ynvFhhZS7voRsWN4w,Melissa,3,2018-09-14 18:41:06,1,0,0,0,3.67
DB3nWg44O6-9E1QY2Ihfmg,Mark,1,2015-01-04 21:33:14,1,0,0,0,2.0
74oLqYRBaGLGty7jIZfAFQ,Ryan,4,2009-08-27 23:51:29,3,2,0,0,5.0
EoBY_yHgwEoQ6Dg4zvxbkA,John,3,2012-09-27 22:17:30,6,3,3,0,4.0
euI7g-eIpZYetaneVXmhOw,Bonn,15,2016-02-21 10:14:54,1,0,0,0,3.27
5FyinTHbQecGJm0hjaZoVw,Amanda,7,2016-01-12 19:23:03,4,0,0,0,3.86
D7XIblhS20SrM6oljySdjA,Zakk,3,2016-05-08 19:03:00,1,0,0,0,3.67
VboXvnxuE9naE12l5J7T8A,William,1,2020-04-22 16:02:33,0,0,0,0,4.0
BYstvmVErn_8dEUnkid_sw,Rose,3,2015-02-25 05:51:48,1,0,0,0,3.0
fscNF7aqWOJqs4R5kwvYPA,Marieya,1,2018-01-08 01:49:06,3,1,0,0,1.0
S4tUbrGrQr_jx1vZRWwxlQ,Adele,3,2013-01-02 15:58:59,5,1,0,0,3.67
CGXp1oDjLw9ZxydyAGLsLg,Maggie,19,2016-01-19 01:58:45,54,4,7,0,2.76
-UIM4vZ5lITa-jJFOAv_VA,Nikka Noah,1,2016-02-24 06:08:25,3,0,0,0,1.0
ImEL-GKGcy_pC7W1l6Ub4g,Tim,2,2018-08-28 22:24:41,1,1,0,0,1.0
tn8rWxZyPJ0vN2tpdV-V9A,Kathy,4,2013-03-28 04:30:30,20,2,5,1,5.0
DoMouaExeEv0YIs4hjiQBw,Joyce,3,2012-08-01 21:40:05,4,1,0,0,2.33
edIZ48Z4gQMXJsE8XR6FCg,Ang,4,2015-04-13 22:24:52,3,0,0,0,4.75
lc4TyIC0fnxHKL6cbEapUw,JC,2,2015-02-20 21:40:34,0,0,0,0,2.5
sFPClLa1u-tIBdMzaVaagA,Leah,1,2016-05-06 18:56:11,0,0,0,0,5.0
GUg29bn_16v4iZT-41TJ_A,Tania,2,2014-06-19 03:24:19,9,0,1,0,4.25
zZNbkbQqMbUpK0hlGz2SEg,Rhonda,1,2015-12-23 19:39:57,0,0,0,0,5.0
-qd8tMTTtxk2cLy5eSzoYQ,Paddy,3,2012-08-22 23:05:21,0,0,0,0,3.67
Nk1MkublQXSw0yk9kQ2pfg,Doug,2,2016-08-18 01:24:46,0,0,0,0,1.5
z30ShZxhahrkmCWjrzPtVQ,Deb,1,2017-09-28 04:52:39,0,0,0,0,2.0
7Mg0GZd3zV-Gx_LA4zUNGg,Kim,8,2015-12-20 19:39:12,3,0,0,0,4.0
Ncp8WYVhbhnT5wHG2zTzEg,Denise,2,2015-09-09 05:30:27,0,1,0,0,5.0
bhuawcz_-T6cu6Dj-DKgUA,Megan,1,2015-04-15 15:23:54,0,0,1,0,4.0
u0qEmoG6W1nh0D2npXSbVQ,Olivia,2,2015-04-17 00:47:48,0,1,0,0,5.0
hLgUpPMVsFd7sNm8hR85kg,Andrea,1,2017-07-22 15:35:36,0,0,0,0,1.0
v933jCtNZqkkxLKX1zmyGg,Aaron,5,2015-11-07 19:05:41,0,0,0,0,3.0
0bsM_T_bKd9rLY99YHhMSQ,Stephanie,7,2014-10-31 02:39:46,2,0,0,0,3.29
JN1-leyGpFRSjQjlPlAERA,Lyle,9,2013-03-17 20:53:30,10,2,1,0,3.0
I1g8yxnGs4cDlmVhyn-NOA,Waleed,1,2015-11-29 10:46:08,0,0,0,0,5.0
R-NdwIxAqji3HFICiWga0g,Alexandra,4,2019-02-11 03:01:24,1,0,1,0,4.75
39lUb2HOjYaK-bp5NWpwUA,Chris,1,2016-01-27 05:40:44,0,0,0,0,2.0
ilWAFcF4mVEAMNjitWMcNA,Shmeesa,1,2018-02-03 19:56:02,0,0,0,0,5.0
KL1yXCBLaN5BdoEayd-LuA,Adrian,20,2011-02-06 16:31:46,48,3,0,0,2.05
KHRSJnIace_-MH9puwhL1Q,Denise,2,2014-04-01 12:51:48,3,0,0,0,2.5
jaGPoCEg9UMAcbPIwJCpUQ,Jhoann,1,2014-10-27 01:04:33,0,0,0,0,4.0
Oe27ozwa6OfSaE1FYN0e7A,Len,3,2021-05-17 13:57:17,0,0,0,0,2.67
-g7Zc3WAFXEE9Q6N9465zA,Stefany,2,2017-03-24 17:34:50,0,0,0,0,5.0
qq6wiSTRtWPRuSBJLCGDtg,Rob,3,2016-07-20 21:20:49,2,1,1,0,3.33
fzIFSba22IEBXfo5AavWDQ,Jennifer,3,2011-05-03 02:25:50,5,0,2,0,3.33
2nZaSEL8mhx4afPJORlzmw,Erin,2,2016-07-11 04:36:34,0,0,0,0,5.0
8vrrafz4PxdIZjAq5Ia3Jg,Charlene,5,2017-06-16 19:57:31,16,4,1,0,2.0
ghjG9rhWlTwIQttcezrPEA,Celina,1,2017-03-18 02:00:33,0,0,0,0,3.0
oe2dAMmOwJHRgvnHwFwZHw,Dan,2,2018-05-10 21:28:01,0,0,0,0,2.5
9qVutboRYfta3X1PRkOnsQ,Suzanne,7,2013-11-18 00:49:57,2,0,0,0,3.5700000000000003
X5M4XgC37u_0MmXYMTl1Sw,Martin,8,2012-03-05 02:51:54,9,0,1,0,2.89
-ilI32YyadIW_0w69w57cw,Justcheryl,8,2017-08-13 22:09:43,6,2,0,0,2.78
e0UNmOqmfW3JiNWmQ6C8bA,E,2,2014-08-21 02:58:53,0,0,0,0,4.4
cO0apkCH5_hXQfF2bcB5jQ,Anthony,3,2019-02-02 07:06:35,1,2,1,0,1.0
HvmsC6yP_ECuKFAyMIDUoQ,Dominick,8,2019-05-28 18:51:04,0,0,0,0,3.75
zijGhzaPJiaQV03yi9STpA,James,1,2017-10-08 13:04:00,2,1,0,0,2.0
dcfK30YkZ089OSGRkV-3pQ,John,5,2012-08-17 03:21:12,3,0,1,0,3.2
6yi3ajC5a9auk7kQgycxFg,Chenai,2,2019-08-31 22:51:25,0,0,0,0,3.0
wIqnseO9Urz-9O2RMNcY2g,Kayla,1,2013-08-31 20:57:12,1,0,0,0,5.0
Iq90gxUAmfrlEupJyBe__g,Christy,1,2017-02-22 18:16:18,0,0,0,0,1.0
xkdtHZAq2Z9fsdsZTYlDmQ,Sid,2,2019-12-21 03:41:46,0,0,0,0,1.5
_RIB-u28oGH8dsWUnPkE_Q,Melissa,5,2016-08-02 00:02:06,2,0,0,0,4.2
3ffgg33gp638RGdUymLjsw,Hungycanadian,11,2012-05-16 16:09:02,3,0,0,0,3.67
FciiQaU1LLjPn6GPyx-G8A,Jodi,1,2016-08-19 17:00:03,1,0,0,0,1.0
K_q_fkXi758AUKmQuox3hA,Emilie,3,2015-05-17 19:05:22,0,0,0,0,4.0
-DlCQ1CtJJELQHPB8T4RxQ,Jessica,7,2016-01-24 18:07:26,7,0,0,0,3.14
jnNBUTd3C-3RmqbxHAfMuA,Bob,3,2015-10-30 23:39:42,2,2,1,0,5.0
YJEHl6kFAqp4OfIG-ArjeQ,Kristen,1,2016-11-18 21:47:41,1,0,0,0,1.0
CPoXFIhW6RraR2DAqkurpA,Christy-Anne,2,2021-07-25 03:23:25,0,0,0,0,3.0
GnjFCBix79HI5Lr4J5Nmmw,Aaron,1,2019-02-18 00:45:47,1,0,0,0,2.0
uPKsWD_eyQsjTUJIsjJ1jw,Scott,6,2012-09-02 23:46:47,17,8,3,0,2.5700000000000003
Byezdt-KHO-ImLEVK7jrnA,Dan,1,2018-04-16 19:55:49,0,0,0,0,1.0
F-Ie9hPxWVHVmQODyH_oHA,S,3,2013-04-18 17:29:17,10,3,0,0,2.33
X6-MhVtCnRTj12KhuLSTDg,Jing,2,2015-07-13 03:24:39,4,0,0,0,3.0
rQ2sUwuXgtQLpugwpgT7og,Sam,4,2010-08-17 16:47:33,28,2,6,0,4.38
E6PbWqVBrty_NtTdu_OhfA,The,6,2012-07-31 15:05:43,11,1,3,0,4.17
q4kZU0eewoS8No5I3yg-9A,Nicole,3,2020-02-10 13:47:24,0,0,0,0,5.0
JQxs5uHOXjT3W1D3PzMTMA,Don,1,2019-01-13 16:29:57,1,0,0,0,1.0
2WZH0nAYVVb7mC9gz2Ml6Q,Michelle,1,2014-09-26 17:44:21,0,0,0,0,5.0
wbWmOEWSvCvG8rqxrPcrEg,Cameron,8,2016-04-16 04:49:38,3,0,1,0,4.5
RPMcu3WbR02xGHj10508lw,Greg,1,2021-05-13 23:31:27,0,1,0,0,1.0
Yrcuex62FuHGlZbHMGm_Wg,Linda,4,2011-12-30 02:21:56,2,0,1,1,3.4
bpvXK0GLvpOeLz7gg3bDMw,Halyna,9,2014-01-25 00:41:15,6,2,3,1,3.22
7MB3ux0sZ3yfswXrbduG9g,rob,21,2009-08-22 01:19:51,21,1,5,0,3.67
l1QlH1W3ZI_PZ-QLAoktyA,Megan,2,2015-08-10 17:10:37,1,0,1,0,5.0
rlhkovXyS6VcSsXQ7bBMvg,Theresa,1,2014-07-10 13:16:07,0,0,0,0,5.0
-8QOUM86hoSh7mPeF-l_eA,Amanda,2,2015-06-25 21:34:57,5,4,0,0,1.0
N-MyG3n-2kuxurSZS2tkQQ,Aubrey,2,2012-06-26 00:04:36,0,0,0,0,1.0
FGod1zd8qpZknXARcVKSNQ,Bre,4,2015-10-05 19:02:22,10,6,0,0,1.75
qFbZaJr7JdhiEEF2R1EWgA,Ann,1,2016-05-16 22:22:24,0,0,0,0,1.0
-m-RYdQ1SDnmUvHtZKydRQ,Ashley,4,2015-10-10 15:38:40,1,0,0,0,3.0
Po5FHcyAXnQw2TWzp4zBkQ,Rajbir,4,2016-11-29 17:09:07,0,0,0,0,4.25
s4Vhb7kI5ZEWqC4yMP7Ldg,Jill,23,2014-10-18 04:52:14,14,9,4,0,1.88
HJvGvIbfQPoXXYmHRWqhXA,Lyndsay,2,2013-08-12 22:20:09,0,0,0,0,1.0
d0zm9nW3cc0T0fIh0H92SA,Margaret,4,2017-10-21 16:39:59,2,1,0,0,3.5
n8Wz-aO39Cl_GNqOglWKpg,Kelly,1,2021-08-08 16:46:02,0,0,0,0,2.0
9Nh0qvm-wqqXCKsbLKvZPg,Artemisia,1,2015-06-14 04:14:41,0,0,0,0,1.5
Ywcewq1sgGy5I41q_u0JfQ,B.,8,2014-12-07 19:29:14,46,5,2,0,2.13
yCv2y75e_ToyACznsRETvQ,Chris,2,2015-04-04 22:56:47,0,0,0,0,5.0
o6IzBGMgu5E1sF_eoq9L2A,Lino,1,2013-03-07 00:55:17,1,1,0,0,4.0
RmANaWwbHt0r-kByqNnwvg,Sharon,1,2017-09-16 22:01:37,0,0,0,0,4.0
Qf3YJXLlnPKkFnhYccd67g,M,2,2017-12-20 20:08:31,0,0,0,0,5.0
SlXpAI_Fj8Rckso8OMeaoQ,Val,1,2018-01-16 16:10:25,1,0,0,0,1.0
NkOZ661obpiTxLMp5trH0w,Chris,2,2013-07-07 16:18:13,4,5,0,0,1.0
qlyAu41DJo3DEGEIJUUBGA,Justin,5,2013-03-25 15:39:09,17,5,1,0,1.33
O6Gj8FYfTYGnY6owzUVUCQ,Denise,3,2015-06-20 16:59:43,0,1,0,0,2.67
cEJsQSwP7qzPli7oWQVJpg,Ishan,1,2013-05-08 16:24:51,1,1,1,0,5.0
ZbAIXrscSulimWXm6cSLYQ,Brian,8,2010-09-26 00:24:00,36,2,3,0,4.0
j7i7jTDwRJzQ-rn4Cb1aSQ,Derek,2,2015-08-13 05:48:26,6,0,0,0,3.5
97McPEwb-rrED77kMy-PSA,Dessert,2,2016-07-30 03:05:59,2,2,0,0,1.0
_2Xp02Hxp_rYZfwtMceD7w,Wanda,1,2021-05-09 09:07:52,1,3,0,0,1.0
lfaa8FU7j0zEKoHz-r3Y6Q,Kenzii,2,2016-01-15 17:15:55,1,0,0,0,1.0
i6ddoKnbDZGy8dptGQRgNA,Dwayne,33,2011-03-02 01:45:00,24,8,5,0,3.69
wR3aJ3jW_fvOb68izuJrxw,Chandrashekhar,2,2019-03-30 04:05:35,0,0,0,0,3.0
kLQHVlEOD6KIXgw4YynLBA,Sofia,4,2013-12-27 06:52:01,2,0,0,0,3.0
hbzb7p3F6qFaGkOSdxEvgw,Michael,2,2010-10-11 20:13:04,1,0,0,0,5.0
5nS3wsk2j_85X9B5Zb40Fg,K,2,2015-05-16 23:39:07,1,0,0,0,4.0
